npi,provider_name,entity_type,taxonomy_description,city,state
1275672057,MONADNOCK DEVELOPMENTAL SERVICES,NPI-2,Case Management,KEENE,NH
1518094176,EASY LIVING INC.,NPI-2,"Community Based Residential Treatment Facility, Intellectual and/or Developmental Disabilities",SPRINGFIELD,MO
1225110497,"ACCU REFERENCE MEDICAL LAB, LLC",NPI-2,Clinical Medical Laboratory,LINDEN,NJ
1740353861,SANTA BARBARA COUNTY AUDITOR,NPI-2,Psychologist,SANTA BARBARA,CA
1831263110,TOBII DYNAVOX LLC,NPI-2,"Durable Medical Equipment & Medical Supplies, Customized Equipment",CORAOPOLIS,PA
1861447179,"AURORA HEALTH CARE METRO, INC.",NPI-2,"Internal Medicine, Hematology & Oncology",MILWAUKEE,WI
1720319726,"BEST CHOICE HOME HEALTH CARE, INC.",NPI-2,Home Health,BROOKLYN,NY
1285621623,PIKEVILLE MEDICAL CENTER INC,NPI-2,General Acute Care Hospital,PIKEVILLE,KY
1609261478,"QUALITY FAMILY CARE, LLC.",NPI-2,Home Health,BROOKLYN,NY
1538471800,VHS CHILDRENS HOSPITAL OF MICHIGAN INC,NPI-2,"Clinic/Center, Ambulatory Surgical",DETROIT,MI
1275604977,COUNTY OF SACRAMENTO,NPI-2,Community/Behavioral Health,SACRAMENTO,CA
1619047131,"FEGS HOME ATTENDANT SERVICES, INC.",NPI-2,Home Health,BRONX,NY
1073997680,"TRI-MED STAFFING, INC.",NPI-2,Home Health,HEWLETT,NY
1861554438,"UNIVERSITY MEDICAL CENTER, INC",NPI-2,Student in an Organized Health Care Education/Training Program,LOUISVILLE,KY
1134452865,FAST PACE MEDICAL CLINIC PLLC,NPI-2,Family Medicine,SPRING HILL,TN
1255451597,MEDICAL ASSOCIATES OF EBNHC,NPI-2,"Clinic/Center, Community Health",EAST BOSTON,MA
1043224355,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,NPI-2,Internal Medicine,BROOKLYN,NY
1245370717,JAMAICA HOSPITAL,NPI-2,General Acute Care Hospital,RICHMOND HILL,NY
1518032622,"INDIANA UNIVERSITY HEALTH, INC",NPI-2,Durable Medical Equipment & Medical Supplies,INDIANAPOLIS,IN
1295789907,CAROLINAS MEDICAL CENTER,NPI-2,General Acute Care Hospital,CHARLOTTE,NC
1104997121,DETROIT AREA AGENCY ON AGING,NPI-2,Case Management,DETROIT,MI
1710918545,REGENTS OF THE UNIVERSITY OF CALIFORNIA,NPI-2,General Acute Care Hospital,SACRAMENTO,CA
1558535013,ALWAYS HOME CARE INC,NPI-2,Home Health,WEST NEW YORK,NJ
1972662328,"COMMUNITY CROSSROADS, INC.",NPI-2,"Day Training, Developmentally Disabled Services",ATKINSON,NH
1215375985,"INTERNATIONAL HOME CARE SERVICES OF NY, LLC",NPI-2,Home Health,REGO PARK,NY
1831220714,INOVA HEALTH CARE SERVICES,NPI-2,"Clinic/Center, Rehabilitation, Substance Use Disorder",FALLS CHURCH,VA
1033154026,"UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC",NPI-2,General Acute Care Hospital,CINCINNATI,OH
1073535027,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,NPI-2,Internal Medicine,NEW YORK,NY
1629357629,"PARENT CARE HOME CARE, LLC",NPI-2,Home Health,BROOKLYN,NY
1336234194,APRIA HEALTHCARE LLC,NPI-2,Durable Medical Equipment & Medical Supplies,INDIANAPOLIS,IN
1750358297,CITY OF HOPE NATIONAL MEDICAL CENTER,NPI-2,General Acute Care Hospital,DUARTE,CA
1639686793,ANCHOR HEALTH HOMECARE SERVICES INC,NPI-2,Home Health,BROOKLYN,NY
1306938071,"ADVENTIST HEALTH SYSTEM-SUNBELT, INC",NPI-2,"Ambulance, Land Transport",ORLANDO,FL
1427182286,NORTHERN HUMAN SERVICES,NPI-2,"Clinic/Center, Developmental Disabilities",CONWAY,NH
1447275037,"SOUTHCOAST HOSPITALS GROUP, INC",NPI-2,General Acute Care Hospital,NEW BEDFORD,MA
1427343219,CABS HOME ATTENDANTS SERVICE INC.,NPI-2,Home Health,BROOKLYN,NY
1922335843,"1ST CHOICE HOME CARE SERVICES, INC",NPI-2,Home Health,BROOKLYN,NY
1689778953,SAGINAW COUNTY COMMUNITY MENTAL HEALTH AUTHORITY,NPI-2,Community/Behavioral Health,SAGINAW,MI
1295763217,PRISMA HEALTH UNIVERSITY MEDICAL GROUP,NPI-2,Internal Medicine,GREENVILLE,SC
1366594699,THE NEMOURS FOUNDATION,NPI-2,"Clinic/Center, Developmental Disabilities",WILMINGTON,DE
1700087590,ALAMEDA HEALTH SYSTEM,NPI-2,General Acute Care Hospital,OAKLAND,CA
1093789901,"MEDCO RESPIRATORY INSTRUMENTS, INC.",NPI-2,Durable Medical Equipment & Medical Supplies,HOUSTON,TX
1851781314,"AMERICAN MEDICAL RESPONSE OF MARICOPA, LLC",NPI-2,"Ambulance, Land Transport",MESA,AZ
1255314704,LABORATORY CORPORATION OF AMERICA,NPI-2,Clinical Medical Laboratory,TAMPA,FL
1063839322,"EIHAB HUMAN SERVICES NEW JERSEY, INC.",NPI-2,Case Management,HOWELL,NJ
1912021452,"RESCARE, INC",NPI-2,Community/Behavioral Health,FAIRFIELD,IA
1104847946,THE PROVIDENCE CENTER INC,NPI-2,"Counselor, Mental Health",PROVIDENCE,RI
1396765681,SUMMA HEALTH SYSTEM,NPI-2,General Acute Care Hospital,AKRON,OH
1063833358,ALL HEART HOMECARE AGENCY,NPI-2,Home Health,BROOKLYN,NY
1386703304,"BEHAVIORAL HEALTH AND DEVELOPMENTAL SERVICES OF STRAFFORD COUNTY, INC",NPI-2,"Clinic/Center, Developmental Disabilities",DOVER,NH
1104024926,"SUNNYSIDE HOME CARE PROJECT, INC.",NPI-2,Home Health,LONG ISLAND CITY,NY
1205293321,JMD CARE SERVICES INC,NPI-2,Home Health,WESTBURY,NY
1063630838,DEPARTMENT OF MENTAL HEALTH,NPI-2,Community/Behavioral Health,WORCESTER,MA
1548347156,OPTION 1 NUTRITION SOLUTIONS LLC,NPI-2,"Durable Medical Equipment & Medical Supplies, Parenteral & Enteral Nutrition",DENVER,CO
1043267107,VOLUNTEER BEHAVIORAL HEALTH CARE SYSTEM,NPI-2,Counselor,MURFREESBORO,TN
1396812897,"ASTROCARE CLASS, INC.",NPI-2,Home Health,HOUSTON,TX
1811044878,WILLIAM BEAUMONT HOSPITAL,NPI-2,"Internal Medicine, Cardiovascular Disease",ROYAL OAK,MI
1669423380,MAINEGENERAL MEDICAL CENTER,NPI-2,General Acute Care Hospital,AUGUSTA,ME
1134165970,LABONE OF OHIO INC,NPI-2,Clinical Medical Laboratory,CINCINNATI,OH
1033591003,EDEN AUTISM SERVICES.,NPI-2,"Day Training, Developmentally Disabled Services",PRINCETON,NJ
1164577391,SPECTRUM COMMUNITY SERVICES,NPI-2,"Community Based Residential Treatment Facility, Intellectual and/or Developmental Disabilities",WESTLAND,MI
1629137575,DEPARTMENT OF BEHAVIORAL HEALTH,NPI-2,"Social Worker, Clinical",FRESNO,CA
1477814879,"SCIOTO COUNTY COUNSELING CENTER, INC",NPI-2,"Counselor, Addiction (Substance Use Disorder)",PORTSMOUTH,OH
1881058071,ALL AMERICAN HOMECARE AGENCY INC.,NPI-2,Home Health,BROOKLYN,NY
1104991066,"REM RIVER BLUFFS, INC.",NPI-2,"Community Based Residential Treatment Facility, Intellectual and/or Developmental Disabilities",ROCHESTER,MN
1740230119,"OAKWOOD HEALTHCARE, INC.",NPI-2,General Acute Care Hospital,DEARBORN,MI
1104368315,OZARK CENTER,NPI-2,Community/Behavioral Health,JOPLIN,MO
1750767802,ADJ FI INC.,NPI-2,Home Health,NEW YORK,NY
1255719514,"MARKS HOMECARE CDPAP, LLC",NPI-2,Home Health,BROOKLYN,NY
1851569834,NORMAL LIFE OF GEORGIA,NPI-2,Community/Behavioral Health,ATLANTA,GA
1902944853,"SERV CENTERS OF NEW JERSEY, INC",NPI-2,"Community Based Residential Treatment Facility, Mental Illness",TRENTON,NJ
1730132515,"TUFTS MEDICAL CENTER, INC.",NPI-2,General Acute Care Hospital,BOSTON,MA
1972601193,"GALAX TREATMENT CENTER, LLC",NPI-2,"Clinic/Center, Methadone Clinic",GALAX,VA
1376662536,EMMAUS HOMES INC.,NPI-2,"Community Based Residential Treatment Facility, Intellectual and/or Developmental Disabilities",SAINT CHARLES,MO
1548367873,ST. BARNABAS HOSPITAL,NPI-2,General Acute Care Hospital,BRONX,NY
1689744492,STANISLAUS COUNTY BHRS,NPI-2,Community/Behavioral Health,MODESTO,CA
1962457812,BEVERLY RADIOLOGY MEDICAL GROUP III,NPI-2,"Radiology, Diagnostic Radiology",LOS ANGELES,CA
1760426969,"SAINT MARY'S HOSPITAL, INC.",NPI-2,General Acute Care Hospital,WATERBURY,CT
1518998699,"UNITED HEALTH SERVICES HOSPITALS, INC.",NPI-2,General Acute Care Hospital,BINGHAMTON,NY
1003147588,"CAREPEOPLE HOME HEALTH, INC",NPI-2,"Hospice Care, Community Based",CENTREVILLE,VA
1467517235,THE WILLIAM W BACKUS HOSPITAL,NPI-2,"Clinic/Center, Emergency Care",NORWICH,CT
1891989794,RESOURCE CENTER FOR INDEPENDENT LIVING,NPI-2,"Clinic/Center, Adult Day Care",UTICA,NY
1689653305,WILLIAM BEAUMONT HOSPITAL,NPI-2,General Acute Care Hospital,ROYAL OAK,MI
1922112044,PHOENIX CHILDREN'S HOSPITAL,NPI-2,Pediatrics,PHOENIX,AZ
1366556227,MULTICARE HEALTH SYSTEM,NPI-2,Community/Behavioral Health,TACOMA,WA
1285826438,NEW YORK UNIVERSITY,NPI-2,Anesthesiology,BOYNTON BEACH,FL
1275504508,WEST VIRGINIA UNIVERSITY MEDICAL CORPORATION,NPI-2,Anesthesiology,MORGANTOWN,WV
1003961251,CHILDREN'S HOSPITAL & RESEARCH CENTER AT OAKLAND,NPI-2,General Acute Care Hospital,OAKLAND,CA
1336119478,"COMMUNITY HEALTH NETWORK, INC",NPI-2,General Acute Care Hospital,INDIANAPOLIS,IN
1407998842,"SPECTRUM FOR LIVING DEVELOPMENT, INC.",NPI-2,"Respite Care, Respite Care, Intellectual and/or Developmental Disabilities, Child",RIVER VALE,NJ
1053363119,PROVIDENCE HEALTH & SERVICES WASHINGTON,NPI-2,General Acute Care Hospital,ANCHORAGE,AK
1043371826,NEXTCARE ARIZONA LLC,NPI-2,"Clinic/Center, Urgent Care",TEMPE,AZ
1275683666,HOPE COMMUNITY RESOURCES INC,NPI-2,"Day Training, Developmentally Disabled Services",ANCHORAGE,AK
1578510137,"FIRST PRIMARY HOME CARE, INC",NPI-2,"Hospice Care, Community Based",HARLINGEN,TX
1861675506,TEXAS CHILDREN'S PHYSICIAN GROUP,NPI-2,Pediatrics,HOUSTON,TX
1063431286,"BROCKTON HOSPITAL, INC.",NPI-2,General Acute Care Hospital,BROCKTON,MA
1023230695,"BESTSELF BEHAVIORAL HEALTH, INC.",NPI-2,Social Worker,BUFFALO,NY
1073561825,"OPTUM WOMEN'S AND CHILDREN'S HEALTH, LLC",NPI-2,Home Health,MARIETTA,GA
1154786846,NEIGHBORHOOD HEALTHCARE,NPI-2,"Clinic/Center, Federally Qualified Health Center (FQHC)",HEMET,CA
1285016758,TOPCARE MEDICAL GROUP INC,NPI-2,Pediatrics,DALLAS,TX
1427063270,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,NPI-2,Internal Medicine,BRONX,NY
1407804669,THE LOWELL GENERAL HOSPITAL,NPI-2,"Pharmacy, Institutional Pharmacy",LOWELL,MA
1043554348,GENESEE HEALTH SYSTEM,NPI-2,Community/Behavioral Health,FLINT,MI
1487031092,OPEN DOOR NY HOME CARE SERVICE,NPI-2,Home Health,STATEN ISLAND,NY
1871546648,CARING PROFESSIONAL SERVICES INC,NPI-2,Home Health,HIALEAH,FL
1215021019,"CREATIVE NETWORKS, L.L.C.",NPI-2,Case Management,PHOENIX,AZ
1023088168,HENRY FORD HEALTH ST. JOHN HOSPITAL,NPI-2,"Clinic/Center, Ambulatory Surgical",CHICAGO,IL
1194769497,"CLINICAL PATHOLOGY LABORATORIES, INC.",NPI-2,Clinical Medical Laboratory,AUSTIN,TX
1073688354,MIAMI VALLEY HOSPITAL,NPI-2,General Acute Care Hospital,DAYTON,OH
1790789147,EASTERN MAINE MEDICAL CENTER,NPI-2,General Acute Care Hospital,BANGOR,ME
1497136592,"THE ARC OF ESSEX COUNTY, INC",NPI-2,Respite Care,LIVINGSTON,NJ
1336467166,"ALAMO CONSUMER DIRECT, LLC",NPI-2,Supports Brokerage,AUSTIN,TX
1629154455,"FAMILY HOME CARE SERVICES OF BROOKLYN & QUEENS, INC.",NPI-2,Home Health,BROOKLYN,NY
1003360397,CAREPRO OF NY INC,NPI-2,Home Health,BROOKLYN,NY
1770826679,AGAPE HEALTH MANAGEMENT INC,NPI-2,Home Health,ALEXANDRIA,VA
1376873380,"REGENCY HEALTH CARE, INC",NPI-2,Home Health,BROOKLYN,NY
1639160708,180 MEDICAL INC,NPI-2,"Durable Medical Equipment & Medical Supplies, Customized Equipment",OKLAHOMA CITY,OK
1255334173,"FROEDTERT MEMORIAL LUTHERAN HOSPITAL, INC.",NPI-2,"Clinic/Center, Radiology",MILWAUKEE,WI
1144420670,"BROADWAY RESPITE AND HOME CARE, LLC",NPI-2,Home Health,FAIR LAWN,NJ
1952364747,"CENTRO DE SALUD DE LA COMUNIDAD DE SAN YSIDRO, INC.",NPI-2,"Clinic/Center, Federally Qualified Health Center (FQHC)",SAN YSIDRO,CA
1689783672,ST CLAIR COUNTY COMMUNITY MENTAL HEALTH AUTHORITY,NPI-2,Community/Behavioral Health,PORT HURON,MI
1134264948,RISEBORO HOMECARE INC,NPI-2,Home Health,BROOKLYN,NY
1376663567,"CENTER FOR DISABILITY RIGHTS, INC",NPI-2,Community/Behavioral Health,ROCHESTER,NY
1902901333,CLARA MAASS MEDICAL CENTER,NPI-2,General Acute Care Hospital,BELLEVILLE,NJ
1043397292,UNIVERSITY HOSPITALS CLEVELAND MEDICAL CENTER,NPI-2,General Acute Care Hospital,CLEVELAND,OH
1487727715,THE FIRST CHINESE PRESBYTERIAN COMMUNITY AFFAIRS HOME ATTENDANT CORP.,NPI-2,Home Health,NEW YORK,NY
1376980409,CONSUMER DIRECT FOR FLORIDA,NPI-2,Case Management,SUNRISE,FL
1922260892,"INTERGEN HEALTH, LLC",NPI-2,Home Health,BRONX,NY
1134200942,"ACR HOMES, INC.",NPI-2,"Custodial Care Facility, Adult Care Home",ROSEVILLE,MN
1053384776,AHS HOSPITAL CORP.,NPI-2,General Acute Care Hospital,MORRISTOWN,NJ
1427590371,BJC BEHAVIORAL HEALTH,NPI-2,Community/Behavioral Health,SAINT LOUIS,MO
1902286214,THE ARC OF UNION COUNTY,NPI-2,"Day Training, Developmentally Disabled Services",SPRINGFIELD,NJ
1871906032,EFFECTIVE HOME CARE L.L.C.,NPI-2,Home Health,ASTORIA,NY
1184769069,"NONOTUCK RESOURCE ASSOCIATES, INC",NPI-2,"Community Based Residential Treatment Facility, Intellectual and/or Developmental Disabilities",FLORENCE,MA
1194776757,ARKANSAS CHILDRENS HOSPITAL,NPI-2,"Clinic/Center, Critical Access Hospital",LITTLE ROCK,AR
1811289150,"CALIFORNIA PSYCHCARE, INC.",NPI-2,Behavior Analyst,VAN NUYS,CA
1174914477,"PRESTIGE LHCSA MANAGEMENT, INC",NPI-2,Home Health,BRONX,NY
1245468727,EAK GOOD NEIGHBOR PROPERTIES,NPI-2,"Day Training, Developmentally Disabled Services",MOUNT VERNON,TX
1134297328,UNITED CEREBRAL PALSY OF GEORGIA INC.,NPI-2,Durable Medical Equipment & Medical Supplies,ATLANTA,GA
1063599405,"R.A.I.N. HOME ATTENDANT SERVICES, INC.",NPI-2,Home Health,BRONX,NY
1235255597,COMMONWEALTH OF MASSACHUSETTS,NPI-2,Community/Behavioral Health,BOSTON,MA
1104368703,"MARK TWAIN ASSOCIATION FOR MENTAL HEALTH, INC",NPI-2,Community/Behavioral Health,HANNIBAL,MO
1639132442,COUNTY OF WASHTENAW,NPI-2,"Clinic/Center, Mental Health (Including Community Mental Health Center)",YPSILANTI,MI
1154549921,DEPARTMENT OF MENTAL HEALTH,NPI-2,Community/Behavioral Health,NORTHAMPTON,MA
1700072543,MY COMMUNITY DENTAL CENTERS INC,NPI-2,"Dentist, Dental Public Health",PETOSKEY,MI
1932123247,DALLAS COUNTY HOSPITAL DISTRICT,NPI-2,"Clinic/Center, Ambulatory Surgical",DALLAS,TX
1538151428,OCHSNER CLINIC LLC,NPI-2,Surgery,NEW ORLEANS,LA
1447281936,"FAMILY HEALTH CENTERS OF SAN DIEGO, INC",NPI-2,"Clinic/Center, Federally Qualified Health Center (FQHC)",SAN DIEGO,CA
1184878274,"AHAVA MEDICAL AND REHABILITATION CENTER, LLC",NPI-2,Rehabilitation Practitioner,BROOKLYN,NY
1972507580,KADLEC REGIONAL MEDICAL CENTER,NPI-2,General Acute Care Hospital,RICHLAND,WA
1407854771,THE TOLEDO HOSPITAL,NPI-2,Pediatrics,TOLEDO,OH
1003914946,COUNTY OF MUSKEGON,NPI-2,"Clinic/Center, Mental Health (Including Community Mental Health Center)",MUSKEGON,MI
1548226988,UNIVERSITY OF TEXAS MEDICAL BRANCH AT GALVESTON,NPI-2,"Clinic/Center, Ambulatory Surgical",GALVESTON,TX
1295765261,"BERKSHIRE MEDICAL CENTER, INC",NPI-2,General Acute Care Hospital,PITTSFIELD,MA
1609922194,FRASER CHILD AND FAMILY CENTER,NPI-2,"Clinic/Center, Mental Health (Including Community Mental Health Center)",MINNEAPOLIS,MN
1255330825,"EDWARDS HEALTH CARE SERVICES, INC.",NPI-2,Durable Medical Equipment & Medical Supplies,HUDSON,OH
1548431570,"HEART TO HEART HEALTH CARE SERVICES, LLC",NPI-2,Home Health,EAST ORANGE,NJ
1841327673,TRIVIUM LIFE SERVICES,NPI-2,"Day Training, Developmentally Disabled Services",COUNCIL BLUFFS,IA
1285613612,OWENSBORO HEALTH INC,NPI-2,General Acute Care Hospital,OWENSBORO,KY
1548317852,LAKES REGION COMMUNITY SERVICES COUNCIL,NPI-2,Early Intervention Provider Agency,LACONIA,NH
1518068071,NORTHERN LAKES COMMUNITY MENTAL HEALTH AUTHORITY,NPI-2,Occupational Therapist,TRAVERSE CITY,MI
1609909175,SUMMIT HOME HEALTH CARE,NPI-2,Home Health,BROOKLYN,NY
1982048138,ADVANCE HOME CARE LLC,NPI-2,Home Health,BROOKLYN,NY
1962476259,"CLASSIC OPTICAL LABORATORIES, INC.",NPI-2,"Technician/Technologist, Ocularist",YOUNGSTOWN,OH
1962793547,"PHOENIX HOME CARE, LLC",NPI-2,Chore Provider,SPRINGFIELD,MO
1952690463,"BARRIO COMPREHENSIVE FAMILY HEALTH CARE CENTER, INC.",NPI-2,"Clinic/Center, Multi-Specialty",SAN ANTONIO,TX
1356427397,"HAMMER RESIDENCES, INC.",NPI-2,"Community Based Residential Treatment Facility, Intellectual and/or Developmental Disabilities",WAYZATA,MN
1386023976,"THE ARC OCEAN COUNTY CHAPTER, INC",NPI-2,"Day Training, Developmentally Disabled Services",LAKEWOOD,NJ
1447618061,"DEPARTMENT OF INTELLECTUAL AND DEVELOPMENTAL DISABILITIES, STATE OF TN",NPI-2,Public Health or Welfare,NASHVILLE,TN
1265954630,"ALLSTAR HOMECARE FI, INC.",NPI-2,"Technician, Personal Care Attendant",BROOKLYN,NY
1659352276,LABORATORY CORPORATION OF AMERICA,NPI-2,Clinical Medical Laboratory,SAN DIEGO,CA
1346479169,"MYRIAD WOMEN'S HEALTH, INC.",NPI-2,Clinical Medical Laboratory,SOUTH SAN FRANCISCO,CA
1063426377,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,NPI-2,Internal Medicine,ELMHURST,NY
1669667150,ALEGRE HOME HEALTH CARE LLC,NPI-2,Nursing Care,MISSION,TX
1629418835,"MARQUIS HOME CARE, LLC",NPI-2,"Registered Nurse, Home Health",SPRING VALLEY,NY
1801927645,"STAVROS CENTER FOR INDEPENDENT LIVING, INC.",NPI-2,Case Management,AMHERST,MA
1679601645,"STATEWIDE HEALTHCARE SERVICES, INC",NPI-2,Home Health,JACKSON,MS
1821036807,"LENOX HILL RADIOLOGY & MEDICAL IMAGING ASSOCIATES, PC",NPI-2,"Radiology, Body Imaging",NEW YORK,NY
1407244304,"INTEGRATED COMMUNITY SERVICES, INC.",NPI-2,"Clinic/Center, Developmental Disabilities",WASHINGTON,DC
1891134318,IDEAL HOME HEALTH INC.,NPI-2,Home Health,BROOKLYN,NY
1780985010,HARBOR CARE LLC,NPI-2,Home Health,BROOKLYN,NY
1972678266,"REM SOUTH CENTRAL, INC.",NPI-2,"Community Based Residential Treatment Facility, Intellectual and/or Developmental Disabilities",WILLMAR,MN
1912080482,"RESOURCE CENTER FOR INDEPENDENT LIVING, INC",NPI-2,Home Health,OSAGE CITY,KS
1043380330,ARROWHEAD REGIONAL MEDICAL CENTER,NPI-2,General Acute Care Hospital,COLTON,CA
1053342816,SOUTHERN OHIO MEDICAL CENTER,NPI-2,Clinical Medical Laboratory,PORTSMOUTH,OH
1972583078,"TENDERHEART HEALTH OUTCOMES, INC.",NPI-2,"Durable Medical Equipment & Medical Supplies, Parenteral & Enteral Nutrition",AUSTIN,TX
1134377781,EUROFINS DIATHERIX LABORATORIES LLC,NPI-2,Clinical Medical Laboratory,HUNTSVILLE,AL
1114461704,WENGS GROUP NY INC,NPI-2,Home Health,NEW YORK,NY
1457321317,PALOMAR HEALTH,NPI-2,General Acute Care Hospital,ESCONDIDO,CA
1831363324,LIFE PATTERNS,NPI-2,"Respite Care, Respite Care, Intellectual and/or Developmental Disabilities, Child",TOPEKA,KS
1407228885,"HELPING U HOMECARE, INC.",NPI-2,Home Health,NEW YORK,NY
1760499545,"ERIE FAMILY HEALTH CENTER, INC",NPI-2,"Clinic/Center, Federally Qualified Health Center (FQHC)",CHICAGO,IL
1821103821,"TRILOGY, INC.",NPI-2,"Clinic/Center, Community Health",CHICAGO,IL
1184706566,HOPE HAVEN INC,NPI-2,Nursing Facility/Intermediate Care Facility,ROCK VALLEY,IA
1881837110,AREA AGENCY ON AGING 1-B,NPI-2,Case Management,SOUTHFIELD,MI
1053584482,"EMPIRE CITY LABORATORIES, INC",NPI-2,Clinical Medical Laboratory,BROOKLYN,NY
1518911304,NORTH EAST MEDICAL SERVICES,NPI-2,Case Manager/Care Coordinator,SAN FRANCISCO,CA
1760436216,MAINEHEALTH,NPI-2,Emergency Medicine,PORTLAND,ME
1346766805,"FREEDOM SENIOR SHARE, LLC",NPI-2,In Home Supportive Care,LOUISVILLE,KY
1790742153,RAPPAHANNOCK AREA COMMUNITY SERVICES BOARD,NPI-2,"Day Training, Developmentally Disabled Services",FREDERICKSBURG,VA
1053366740,"BYRAM HEALTHCARE CENTERS, INC.",NPI-2,Durable Medical Equipment & Medical Supplies,DOWNERS GROVE,IL
1811384100,"INTERGEN HEALTH, LLC",NPI-2,Home Health,BRONX,NY
1770583999,TRINITAS REGIONAL MEDICAL CENTER,NPI-2,General Acute Care Hospital,ELIZABETH,NJ
1902267479,ALTAMED HEALTH SERVICES CORP,NPI-2,"Clinic/Center, Federally Qualified Health Center (FQHC)",SOUTH GATE,CA
1811042856,"VALUCARE, INC",NPI-2,Home Health,BROOKLYN,NY
1427058510,"SAN JUAN REGIONAL MEDICAL CENTER, INC.",NPI-2,Audiologist,FARMINGTON,NM
1619913449,UNILAB CORPORATION,NPI-2,Clinical Medical Laboratory,SACRAMENTO,CA
1841224870,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,NPI-2,"Clinic/Center, Sleep Disorder Diagnostic",PHOENIX,AZ
1427003862,AWARE INC,NPI-2,Behavior Analyst,ANACONDA,MT
1891820668,"HOPEBRIDGE, LLC",NPI-2,Assistant Behavior Analyst,KOKOMO,IN
1154355188,BANNER THUNDERBIRD MEDICAL CENTER,NPI-2,Community/Behavioral Health,GLENDALE,AZ
1356331425,STAMFORD HOSPITAL,NPI-2,Hospitalist,STAMFORD,CT
A430617100,,,,,
1023226412,UNITED JEWISH COUNCIL HOME ATTENDANT SERVICE CORP,NPI-2,Home Health,NEW YORK,NY
1295957561,"DEVELOPMENTAL SERVICES OF SULLIVAN COUNTY, INC.",NPI-2,"Respite Care, Respite Care, Intellectual and/or Developmental Disabilities, Child",CLAREMONT,NH
1427271378,"AURORA MEDICAL GROUP, INC.",NPI-2,Internal Medicine,MILWAUKEE,WI
1265860803,DIYA CARE INC,NPI-2,Home Health,NEW BRUNSWICK,NJ
1437154010,MED STAR SURGICAL & BREATHING EQUIPMENT INC.,NPI-2,Prosthetic/Orthotic Supplier,BRONX,NY
1740389154,RICHMOND MEDICAL CENTER,NPI-2,Psychiatric Unit,STATEN ISLAND,NY
1013181205,"TRIDIA HOSPICE CARE, LLC",NPI-2,"Hospice Care, Community Based",WESTERVILLE,OH
1417930892,REEDLEY COMMUNITY HOSPITAL,NPI-2,"Clinic/Center, Rural Health",HANFORD,CA
1013997691,"LYNN COMMUNITY HEALTH, INC.",NPI-2,"Clinic/Center, Community Health",LYNN,MA
1144211301,NORTH CAROLINA BAPTIST HOSPITAL,NPI-2,General Acute Care Hospital,WINSTON SALEM,NC
1407370117,"AGINCARE HOMECARE SERVICES, INC.",NPI-2,Home Health,JAMAICA,NY
1730121633,"NORTH SHORE MEDICAL CENTER, INC.",NPI-2,General Acute Care Hospital,SALEM,MA
1730211178,MONTEREY COUNTY BEHAVIORAL HEALTH DIVISION,NPI-2,Community/Behavioral Health,SALINAS,CA
1033239058,"OLD COLONY ELDERLY SERVICES, INC.",NPI-2,Case Management,BROCKTON,MA
1790735827,"TEXAS VISITING NURSE SERVICE, LTD.",NPI-2,Emergency Response System Companies,HARLINGEN,TX
1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,NPI-2,Psychiatric Unit,NASHVILLE,TN
1396728630,SHARP CHULA VISTA MEDICAL CENTER,NPI-2,General Acute Care Hospital,CHULA VISTA,CA
1205822236,YALE UNIVERSITY,NPI-2,Internal Medicine,NEW HAVEN,CT
1952857419,HSM PERSONAL CARE CORP,NPI-2,In Home Supportive Care,BROOKLYN,NY
1578967386,"OAKS INTEGRATED CARE, INC",NPI-2,"Clinic/Center, Developmental Disabilities",LUMBERTON,NJ
1124073366,CHILDRENS HOSPITAL OF LOS ANGELES,NPI-2,Case Manager/Care Coordinator,LOS ANGELES,CA
1083612881,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,NPI-2,General Acute Care Hospital,ENGLEWOOD,NJ
1396857488,COOPERMAN BARNABAS MEDICAL CENTER INC,NPI-2,General Acute Care Hospital,LIVINGSTON,NJ
1366547747,RIVERSIDE HOSPITAL INC,NPI-2,Psychiatric Hospital,NEWPORT NEWS,VA
1316206220,INVITAE CORPORATION,NPI-2,Clinical Medical Laboratory,SAN FRANCISCO,CA
1881051167,RIDE2MD INC,NPI-2,Transportation Broker,MIAMI,FL
1487640207,DISTRICT HOSPITAL PARTNERS L P,NPI-2,"Nurse Practitioner, Family",WASHINGTON,DC
1700092459,"LAWRENCE AND MEMORIAL HOSPITAL, INC.",NPI-2,Internal Medicine,NEW LONDON,CT
1629167457,COUNTY OF VENTURA,NPI-2,"Clinic/Center, Emergency Care",VENTURA,CA
1689629990,VALLEY OAKS HEALTH INC,NPI-2,"Clinic/Center, Mental Health (Including Community Mental Health Center)",LAFAYETTE,IN
1699769901,CURATORS OF THE UNIVERSITY OF MISSOURI,NPI-2,General Acute Care Hospital,COLUMBIA,MO
1619419835,SWOPE HEALTH SERVICES,NPI-2,Community/Behavioral Health,KANSAS CITY,MO
